video_id,canonical_url,first_seen_utc,last_seen_utc,attempt_count,scored_count,error_count,first_score_utc,first_credibility_score,latest_score_utc,latest_credibility_score,improvement_points_latest_minus_first,improvement_percent_latest_vs_first,best_credibility_score,worst_credibility_score,first_generation_origin_score,latest_generation_origin_score,trend,sample_raw_url,source_files_count
S6TEKEHBqC0,https://www.youtube.com/shorts/S6TEKEHBqC0,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/S6TEKEHBqC0,5
S7i1oUQbfQs,https://www.youtube.com/shorts/S7i1oUQbfQs,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,69.98,2026-03-05T10:23:59Z,69.98,0.0,0.0,69.98,69.98,1.31,1.31,no_change,https://youtube.com/shorts/S7i1oUQbfQs?si=59GmbgHUGf4Ol8Kb,2
SHWvFyOT5cs,https://www.youtube.com/shorts/SHWvFyOT5cs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.29,2026-03-05T14:08:29Z,68.29,-2.0,-2.85,70.29,68.29,1.31,1.3,declined,https://www.youtube.com/shorts/SHWvFyOT5cs,17
SJT6bUinTaA,https://www.youtube.com/shorts/SJT6bUinTaA,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,4,4,0,2026-03-05T10:23:59Z,69.36,2026-03-05T10:23:59Z,69.36,0.0,0.0,69.36,69.36,1.31,1.31,no_change,https://youtube.com/shorts/SJT6bUinTaA?si=88JxVUViYm72Kh_6,2
SMPN8SfBOOA,https://www.youtube.com/shorts/SMPN8SfBOOA,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,68.49,2026-03-05T10:23:59Z,68.49,0.0,0.0,68.49,68.49,1.3,1.3,no_change,https://youtube.com/shorts/SMPN8SfBOOA?si=I6LAd7EBa_aEQY87,2
SN5DTDajzpo,https://www.youtube.com/shorts/SN5DTDajzpo,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,67.87,2026-03-03T11:29:22Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/SN5DTDajzpo,2
STHfWjL5kFc,https://www.youtube.com/shorts/STHfWjL5kFc,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,69.57,2026-03-05T10:23:59Z,69.57,0.0,0.0,69.57,69.57,1.31,1.31,no_change,https://youtube.com/shorts/STHfWjL5kFc?si=0RGBiVo_INP0BHOF,2
SUzNotWexFQ,https://www.youtube.com/shorts/SUzNotWexFQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,69.98,2026-03-05T14:08:29Z,69.98,0.0,0.0,69.98,69.98,1.31,1.31,no_change,https://www.youtube.com/shorts/SUzNotWexFQ,17
SaqZ7ccsziI,https://www.youtube.com/shorts/SaqZ7ccsziI,2026-02-26T10:13:46Z,2026-03-04T11:16:24Z,4,3,1,2026-02-26T10:13:46Z,75.0,2026-03-04T11:16:24Z,69.36,-5.64,-7.52,75.0,69.36,0.0,,declined,https://youtube.com/shorts/SaqZ7ccsziI,4
Sbx98IsG_vM,https://www.youtube.com/shorts/Sbx98IsG_vM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,69.26,2026-03-05T14:08:29Z,67.25,-2.01,-2.9,69.26,67.25,1.31,1.3,declined,https://www.youtube.com/shorts/Sbx98IsG_vM,17
SrwinZC3DFw,https://www.youtube.com/shorts/SrwinZC3DFw,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.87,2026-03-04T11:16:24Z,67.87,0.0,0.0,67.87,67.87,,,no_change,https://youtube.com/shorts/SrwinZC3DFw,2
SuACiCr_69g,https://www.youtube.com/shorts/SuACiCr_69g,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.35,2026-03-04T11:16:24Z,67.35,0.0,0.0,67.35,67.35,,,no_change,https://youtube.com/shorts/SuACiCr_69g,2
Sz0UzDz_Vkc,https://www.youtube.com/shorts/Sz0UzDz_Vkc,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.46,2026-03-10T09:13:16Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/Sz0UzDz_Vkc,5
T3qbhmbRavc,https://www.youtube.com/shorts/T3qbhmbRavc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/T3qbhmbRavc,17
TAmKapAy0cM,https://www.youtube.com/shorts/TAmKapAy0cM,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,67.46,2026-03-02T13:41:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://youtube.com/shorts/TAmKapAy0cM?si=lG3S-YuQR8NH1NpM,3
TPXlNyEruvc,https://www.youtube.com/shorts/TPXlNyEruvc,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.18,2026-03-10T09:13:16Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/TPXlNyEruvc,5
TQTD94lw0uw,https://www.youtube.com/shorts/TQTD94lw0uw,2026-03-02T13:47:57Z,2026-03-02T13:47:57Z,1,1,0,2026-03-02T13:47:57Z,67.56,2026-03-02T13:47:57Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/TQTD94lw0uw?si=qBSw7Va5lnf-Kb3X,1
TVYl6v9f8us,https://www.youtube.com/shorts/TVYl6v9f8us,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.71,2026-03-05T14:08:29Z,70.71,0.0,0.0,70.71,70.71,1.31,1.31,no_change,https://www.youtube.com/shorts/TVYl6v9f8us,17
TX3XpIkFZKs,https://www.youtube.com/shorts/TX3XpIkFZKs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,71.02,2026-03-05T14:08:29Z,71.02,0.0,0.0,71.02,71.02,1.32,1.32,no_change,https://www.youtube.com/shorts/TX3XpIkFZKs,17
TcbZ6vlkP2o,https://www.youtube.com/shorts/TcbZ6vlkP2o,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,67.87,2026-03-05T09:55:38Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/TcbZ6vlkP2o?si=AlR36D_xc5ciAjN-,4
TeawrWwLD9U,https://www.youtube.com/shorts/TeawrWwLD9U,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/TeawrWwLD9U,17
Th_hqvDooIQ,https://www.youtube.com/shorts/Th_hqvDooIQ,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.77,2026-03-03T12:05:33Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://youtube.com/shorts/Th_hqvDooIQ?si=cgZM7PxXENRQT-Xt,1
Tjrho4MWuTM,https://www.youtube.com/shorts/Tjrho4MWuTM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/Tjrho4MWuTM,17
TwwrmOSYP4k,https://www.youtube.com/shorts/TwwrmOSYP4k,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,67.35,2026-03-05T14:08:29Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://youtube.com/shorts/TwwrmOSYP4k?si=ZovWp3cH1zEy7Kpy,19
Ty2O5PhrYWU,https://www.youtube.com/shorts/Ty2O5PhrYWU,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,70.29,2026-03-02T05:31:45Z,70.29,0.0,0.0,70.29,70.29,1.46,1.46,no_change,https://youtube.com/shorts/Ty2O5PhrYWU?si=xBtSWMhJVIDM0EFC,4
Ty8P6dDiJCM,https://www.youtube.com/shorts/Ty8P6dDiJCM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/Ty8P6dDiJCM,17
U-x6KxH1kB4,https://www.youtube.com/shorts/U-x6KxH1kB4,2026-03-01T12:40:12Z,2026-03-04T11:19:36Z,3,1,2,2026-03-04T11:19:36Z,67.46,2026-03-04T11:19:36Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/U-x6KxH1kB4,3
U7O35LKz5JY,https://www.youtube.com/shorts/U7O35LKz5JY,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,8,4,3,2026-03-03T12:25:42Z,67.98,2026-03-05T09:55:38Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/U7O35LKz5JY?si=usCpLpXwQK3F9Gz_,8
UBHTOE1QoVY,https://www.youtube.com/shorts/UBHTOE1QoVY,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.66,2026-03-04T12:29:08Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/UBHTOE1QoVY,1
UFFbzAc69Pg,https://www.youtube.com/shorts/UFFbzAc69Pg,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,67.77,2026-03-05T09:55:38Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://youtube.com/shorts/UFFbzAc69Pg?si=a1989EoZCDzHveuj,4
USQvEyx-dzo,https://www.youtube.com/shorts/USQvEyx-dzo,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,68.39,2026-03-03T12:05:33Z,68.39,0.0,0.0,68.39,68.39,1.3,1.3,no_change,https://youtube.com/shorts/USQvEyx-dzo?si=TFct5Y9hVsSJQRcB,1
UUTYDkBK80E,https://www.youtube.com/shorts/UUTYDkBK80E,2026-03-02T13:47:57Z,2026-03-02T13:47:57Z,1,1,0,2026-03-02T13:47:57Z,68.39,2026-03-02T13:47:57Z,68.39,0.0,0.0,68.39,68.39,1.3,1.3,no_change,https://youtube.com/shorts/UUTYDkBK80E?si=EnDfmE8xQuZnqS6E,1
UYgD-8Tw6Hw,https://www.youtube.com/shorts/UYgD-8Tw6Hw,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,70.91,2026-03-05T10:23:59Z,70.91,0.0,0.0,70.91,70.91,1.31,1.31,no_change,https://youtube.com/shorts/UYgD-8Tw6Hw?si=CZqe0gEmIZjHSevT,2
UaaN6V993Mw,https://www.youtube.com/shorts/UaaN6V993Mw,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,63.91,2026-03-10T09:13:16Z,63.91,0.0,0.0,63.91,63.91,34.17,34.17,no_change,https://www.youtube.com/shorts/UaaN6V993Mw,5
UeCQioSlz0w,https://www.youtube.com/shorts/UeCQioSlz0w,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/UeCQioSlz0w,2
UriesRczjSM,https://www.youtube.com/shorts/UriesRczjSM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/UriesRczjSM,17
UwkC76sKPOU,https://www.youtube.com/shorts/UwkC76sKPOU,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/UwkC76sKPOU,17
UxXxnS6AbDo,https://www.youtube.com/shorts/UxXxnS6AbDo,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T11:42:20Z,68.18,2026-03-05T11:42:20Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/UxXxnS6AbDo,17
V5wTdIA4zkI,https://www.youtube.com/shorts/V5wTdIA4zkI,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.98,2026-03-05T10:23:59Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/V5wTdIA4zkI?si=-gKhFLaYWc-Apz4E,2
V9NmfGO8bEY,https://www.youtube.com/shorts/V9NmfGO8bEY,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.98,2026-03-10T09:13:16Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/V9NmfGO8bEY,5
VAq9tB5Aox4,https://www.youtube.com/shorts/VAq9tB5Aox4,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,67.35,2026-03-02T05:31:45Z,67.35,0.0,0.0,67.35,67.35,1.37,1.37,no_change,https://youtube.com/shorts/VAq9tB5Aox4?si=AZ5s_ocdbHb3WbhX,4
VDxJkAu4TaI,https://www.youtube.com/shorts/VDxJkAu4TaI,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.18,2026-03-05T14:08:29Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/VDxJkAu4TaI,17
VEAimqwBm1Q,https://www.youtube.com/shorts/VEAimqwBm1Q,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,93.11,2026-03-05T14:08:29Z,69.01,-24.1,-25.88,93.11,69.01,1.68,1.31,declined,https://www.youtube.com/shorts/VEAimqwBm1Q,17
VO6n9GTzSqU,https://www.youtube.com/shorts/VO6n9GTzSqU,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.35,2026-03-05T10:23:59Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://youtube.com/shorts/VO6n9GTzSqU?si=4dWBuFRVpDD6V_W7,2
VPFFdlrP5Q4,https://www.youtube.com/shorts/VPFFdlrP5Q4,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,67.46,2026-03-05T10:08:10Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://youtube.com/shorts/VPFFdlrP5Q4?si=knWkhWH0yP4NTiFJ,2
VoaXkzJVtIo,https://www.youtube.com/shorts/VoaXkzJVtIo,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T11:42:20Z,68.18,2026-03-05T11:42:20Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/VoaXkzJVtIo,17
VqtZNQW6qzg,https://www.youtube.com/shorts/VqtZNQW6qzg,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/VqtZNQW6qzg,17
VvXlIkTtJow,https://www.youtube.com/shorts/VvXlIkTtJow,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.81,2026-03-05T14:08:29Z,67.98,-2.83,-4.0,70.81,67.98,1.31,1.3,declined,https://www.youtube.com/shorts/VvXlIkTtJow,17
W7-M4_idLMc,https://www.youtube.com/shorts/W7-M4_idLMc,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.77,2026-03-10T09:13:16Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/W7-M4_idLMc,5
WAPHL4XIJSg,https://www.youtube.com/shorts/WAPHL4XIJSg,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.7,2026-03-05T14:08:29Z,68.49,-0.21,-0.31,68.7,68.49,1.3,1.3,declined,https://youtube.com/shorts/WAPHL4XIJSg?si=QYVwLz1UAjmsab5o,17
WC5qDkditAw,https://www.youtube.com/shorts/WC5qDkditAw,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,68.08,2026-03-03T11:29:22Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/WC5qDkditAw,2
WFkmE5Xp2Yg,https://www.youtube.com/shorts/WFkmE5Xp2Yg,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,68.08,2026-03-02T13:41:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://youtube.com/shorts/WFkmE5Xp2Yg?si=K1Ks8-jG_lqfwl2b,3
WG7rFm3r08A,https://www.youtube.com/shorts/WG7rFm3r08A,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.18,2026-03-10T09:13:16Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/WG7rFm3r08A,5
WN_MnEy779E,https://www.youtube.com/shorts/WN_MnEy779E,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/WN_MnEy779E,17
WROMyJAJmp4,https://www.youtube.com/shorts/WROMyJAJmp4,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.46,2026-03-04T12:29:08Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/WROMyJAJmp4,1
WV8FnjmeOTM,https://www.youtube.com/shorts/WV8FnjmeOTM,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,8,4,3,2026-03-03T12:25:42Z,71.12,2026-03-05T09:55:38Z,71.12,0.0,0.0,71.12,71.12,1.32,1.32,no_change,https://youtube.com/shorts/WV8FnjmeOTM?si=mime_dElzLIMwhdq,8
WZW-T0TtJKY,https://www.youtube.com/shorts/WZW-T0TtJKY,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.56,2026-03-05T10:23:59Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/WZW-T0TtJKY?si=8KcOAgOzBWwB2RgN,2
WiLwe2slzDg,https://www.youtube.com/shorts/WiLwe2slzDg,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,70.5,2026-03-05T10:08:10Z,70.5,0.0,0.0,70.5,70.5,1.31,1.31,no_change,https://youtube.com/shorts/WiLwe2slzDg?si=UUnPNN3qwuAj6xbr,2
WvqddxQSCv8,https://www.youtube.com/shorts/WvqddxQSCv8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,67.04,2026-03-05T14:08:29Z,67.04,0.0,0.0,67.04,67.04,1.3,1.3,no_change,https://youtube.com/shorts/WvqddxQSCv8?si=qsNzWiqwtyYRLep9,19
WwUFu5WAfSw,https://www.youtube.com/shorts/WwUFu5WAfSw,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,69.78,2026-03-05T10:23:59Z,69.78,0.0,0.0,69.78,69.78,1.31,1.31,no_change,https://youtube.com/shorts/WwUFu5WAfSw?si=8ovFEEL7JtfDulxK,2
X-ky2lIGJX8,https://www.youtube.com/shorts/X-ky2lIGJX8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.39,2026-03-05T14:08:29Z,68.39,0.0,0.0,68.39,68.39,1.3,1.3,no_change,https://www.youtube.com/shorts/X-ky2lIGJX8,17
X2cEvpFoaKQ,https://www.youtube.com/shorts/X2cEvpFoaKQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/X2cEvpFoaKQ,17
X30BmLLXm4w,https://www.youtube.com/shorts/X30BmLLXm4w,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/X30BmLLXm4w,17
X7IcB523RSs,https://www.youtube.com/shorts/X7IcB523RSs,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,4,4,0,2026-03-05T10:23:59Z,72.0,2026-03-05T10:23:59Z,72.0,0.0,0.0,72.0,72.0,1.52,1.52,no_change,https://youtube.com/shorts/X7IcB523RSs?si=FcUSH2zMr03_USy1,2
X8Ev_Lzyay4,https://www.youtube.com/shorts/X8Ev_Lzyay4,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/X8Ev_Lzyay4,17
XM1CEBscTec,https://www.youtube.com/shorts/XM1CEBscTec,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,69.98,2026-03-03T11:29:22Z,70.09,0.11,0.16,70.09,69.98,1.31,1.31,improved,https://www.youtube.com/shorts/XM1CEBscTec,2
XRfacSKfAr4,https://www.youtube.com/shorts/XRfacSKfAr4,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,89.1,2026-03-05T10:23:59Z,89.1,0.0,0.0,89.1,89.1,39.72,39.72,no_change,https://youtube.com/shorts/XRfacSKfAr4?si=9qB_-HoX6wvO6Mke,2
XS6bzlLIvW0,https://www.youtube.com/shorts/XS6bzlLIvW0,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/XS6bzlLIvW0,5
XbaZ45LVzzM,https://www.youtube.com/shorts/XbaZ45LVzzM,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.46,2026-03-04T11:16:24Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/XbaZ45LVzzM,2
Xmg0-2voDdQ,https://www.youtube.com/shorts/Xmg0-2voDdQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/Xmg0-2voDdQ,17
Xp_hwCg4t6U,https://www.youtube.com/shorts/Xp_hwCg4t6U,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/Xp_hwCg4t6U,17
XulN4FZCqJ4,https://www.youtube.com/shorts/XulN4FZCqJ4,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/XulN4FZCqJ4,17
Y-Z30gr7oGw,https://www.youtube.com/shorts/Y-Z30gr7oGw,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,70.81,2026-03-02T13:41:29Z,70.81,0.0,0.0,70.81,70.81,1.31,1.31,no_change,https://youtube.com/shorts/Y-Z30gr7oGw?si=PdzOlng8Lkv7l9kk,3
Y0bT_zfCPfY,https://www.youtube.com/shorts/Y0bT_zfCPfY,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://youtube.com/shorts/Y0bT_zfCPfY?si=XahmlqfrSY85BLDD,19
Y63VW8sEg4U,https://www.youtube.com/shorts/Y63VW8sEg4U,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,68.18,2026-03-05T10:23:59Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://youtube.com/shorts/Y63VW8sEg4U?si=pZJpGZwFNAyinHD2,2
YOla8Witpsw,https://www.youtube.com/shorts/YOla8Witpsw,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/YOla8Witpsw,17
YXtO__P_4b4,https://www.youtube.com/shorts/YXtO__P_4b4,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/YXtO__P_4b4,17
Yd3uywfc3sE,https://www.youtube.com/shorts/Yd3uywfc3sE,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,68.39,2026-03-02T05:31:45Z,68.39,0.0,0.0,68.39,68.39,1.38,1.38,no_change,https://youtube.com/shorts/Yd3uywfc3sE?si=KNMpI67i16rsMR2V,4
YdNZ1lgnbPM,https://www.youtube.com/shorts/YdNZ1lgnbPM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.18,2026-03-10T09:13:16Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/YdNZ1lgnbPM,5
YfQaj7Izavg,https://www.youtube.com/shorts/YfQaj7Izavg,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/YfQaj7Izavg,2
